sku,name,_store,_product_websites,_attribute_set,_type,description,color,manufacturer,material_handbag,material_shoes,price,qty,status,shirt_size,shoes_size,short_description,image,small_image,thumbnail,tax_class_id,clothing_size,weight,material,category_ids,visibility,is_in_stock,dimension,skirt_type,gender,shoe_type,_root_category,country_of_manufacture,dress_type,gallery,instruction,in_depth,media_gallery,model,size_handbag,small_image_label
S47DAM0246311012R1002,Mullet maxi,admin,base,Dam,simple,"- Mullet là sự kết hợp hoàn hảo của các mẫu mini dress với đầm maxi dài một cách sáng tạo và tinh tế nhất. Chiếc đầm có đuôi đỏng đảnh với chất liệu voan, lụa mềm mại nhún eo để tôn lên vẻ uyển chuyển điệu đà của bạn gái. 
- Mullet đẹp nhất khi kết hợp cùng boot, tuy nhiên, với dáng người nhỏ nhắn của các bạn gái Việt, lựa chọn thông minh nhất là kết hợp mullet cùng giày cao gót để tăng thêm chiều cao khiêm tốn của mình.",Kem,Real Clothes,,,490000,99,1,,,None,/real_clothes/dn_014_003_1.jpg,/real_clothes/dn_014_003_1.jpg,/real_clothes/dn_014_003_1.jpg,0,FREE,0,Ren,"3,36,54,57",4,1,,,,,muafast,,,,,,inner,,,
S47DAM0246311012R1003,Maxi bướm,admin,base,Dam,simple,"- Mullet là sự kết hợp hoàn hảo của các mẫu mini dress với đầm maxi dài một cách sáng tạo và tinh tế nhất. Chiếc đầm có đuôi đỏng đảnh với chất liệu voan, lụa mềm mại nhún eo để tôn lên vẻ uyển chuyển điệu đà của bạn gái. 
- Mullet đẹp nhất khi kết hợp cùng boot, tuy nhiên, với dáng người nhỏ nhắn của các bạn gái Việt, lựa chọn thông minh nhất là kết hợp mullet cùng giày cao gót để tăng thêm chiều cao khiêm tốn của mình.",Như Hình,Real Clothes,,,350000,99,1,,,None,/real_clothes/dn_01_005_1.jpg,,,0,FREE,0,Chiffon,"3,36,54,57",4,1,,,,,muafast,,,,,,inner,,,
S47DAM0246311012R1004,Đầm ren cổ khoét sâu,admin,base,Dam,simple,"- Váy đầm ren mặc cho những bữa tiệc sang trọng trong buổi tối thường diễn ra các sự kiện đặc biệt. Chính vì vậy, từ kiểu dáng, màu sắc cho đến chất liệu của chiếc đầm ren phải đảm bảo vẻ đẹp tinh tế, cuốn hút. Gam màu nude tôn lên vẻ nhã nhặn và nữ tính.",Kem,Real Clothes,,,295000,99,1,,,None,/real_clothes/dn_014_006_1.jpg,/real_clothes/dn_014_006_1.jpg,/real_clothes/dn_014_006_1.jpg,0,FREE,0,Ren,"3,36,54,57",4,1,,,,,muafast,,,,,,inner,,,
S47DAM0246311012R1005,Jumpsuit,admin,base,Dam,simple,"- Jumpsuit xanh phối chấm bi năng động và cá tính, vẫn là xu hướng hot cho năm nay. 
- Với một chiếc jumpsuit bạn có thể diện dạo phố, hẹn hò đều thật phù hợp.",Đen,Real Clothes,,,295000,99,1,,,None,/real_clothes/dn_014_007_1.jpg,/real_clothes/dn_014_007_1.jpg,/real_clothes/dn_014_007_1.jpg,0,FREE,0,Kaki tuyết,"3,36,54,57",4,1,,,,,muafast,,,,,,inner,,,
S47DAM0246311012R1006,Đầm suôn công chúa,admin,base,Dam,simple,"- Đầm suôn tiểu thư chất liệu chiffon nhẹ nhàng và nữ tính. 
 -  Đi phố và hẹn hò đều cực ổn nhé. Nếu muốn thêm phần sang trọng và thanh lịch để dự tiệc hay công sở thì hãy phối hợp với một chiếc nịt cùng tông màu nhé.",Hồng cánh sen,Real Clothes,,,300000,99,1,,,None,/real_clothes/dn_014_008_1.jpg,/real_clothes/dn_014_008_1.jpg,/real_clothes/dn_014_008_1.jpg,0,FREE,0,Chiffon,"3,36,54,57",4,1,,,,,muafast,,,,,,inner,,,
S47DAM0246311012R1007,Đầm cổ sen,admin,base,Dam,simple,"- Đầm tôn cổ sen là một trong những xu hướng thời trang đang được chị em phái đẹp yêu thích, chọn lựa.Có thể Kết hợp với nhiều loại phụ kiện để tạo cho mình phong cách thời trang quyến rũ, sành điệu.
- Đầm thích hợp cho nhiều hoàn cảnh: đi chơi, đi làm, dự tiệc…",Kem,Real Clothes,,,380000,99,1,,,None,/real_clothes/dn_014_010_1.jpg,/real_clothes/dn_014_010_1.jpg,/real_clothes/dn_014_010_1.jpg,0,FREE,0,Chiffon,"3,36,54,57",4,1,,,,,muafast,,,,,,inner,,,
S47DAM0246311012R1008,Đầm xòe,admin,base,Dam,simple,"- Đầm suôn tiểu thư chất liệu chiffon phối ren ở cổ tinh tế, nhẹ nhàng và nữ tính. 
 -  Đi phố và hẹn hò đều cực ổn nhé. Nếu muốn thêm phần sang trọng và thanh lịch để dự tiệc hay công sở thì hãy phối hợp với một chiếc nịt cùng tông màu và blazer nhé.",Xanh đen,Real Clothes,,,295000,99,1,,,None,/real_clothes/dn_014_011_1.jpg,/real_clothes/dn_014_011_1.jpg,/real_clothes/dn_014_011_1.jpg,0,FREE,0,Voan,"3,36,54,57",4,1,,,,,muafast,,,,,,inner,,,
